"Indicador";"Periodo";"Valor";"Categoría 1";"Categoría 1-Valor";"Categoría 2";"Categoría 2-Valor";"Categoría 3";"Categoría 3-Valor";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2015";"0";"Sexo, edad y TTHH";"Álava";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2015";"26.2";"Sexo, edad y TTHH";"25-29 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2015";"27.2";"Sexo, edad y TTHH";"20-24 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2015";"6.5";"Sexo, edad y TTHH";"15-19 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2015";"18.1";"Sexo, edad y TTHH";"Mujeres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2015";"22.6";"Sexo, edad y TTHH";"Hombres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2014";"15.2";"Sexo, edad y TTHH";"Total";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2014";"0";"Sexo, edad y TTHH";"Gipuzkoa";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2014";"0";"Sexo, edad y TTHH";"Bizkaia";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2014";"0";"Sexo, edad y TTHH";"Álava";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2014";"16.7";"Sexo, edad y TTHH";"25-29 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2014";"20.6";"Sexo, edad y TTHH";"20-24 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2014";"7.5";"Sexo, edad y TTHH";"15-19 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2014";"14.3";"Sexo, edad y TTHH";"Mujeres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2014";"16.1";"Sexo, edad y TTHH";"Hombres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2013";"14.9";"Sexo, edad y TTHH";"Total";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2013";"0";"Sexo, edad y TTHH";"Gipuzkoa";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2013";"0";"Sexo, edad y TTHH";"Bizkaia";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2013";"0";"Sexo, edad y TTHH";"Álava";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2013";"15.3";"Sexo, edad y TTHH";"25-29 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2013";"22.1";"Sexo, edad y TTHH";"20-24 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2013";"6.7";"Sexo, edad y TTHH";"15-19 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2013";"13.6";"Sexo, edad y TTHH";"Mujeres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2013";"16.3";"Sexo, edad y TTHH";"Hombres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2012";"11.7";"Sexo, edad y TTHH";"Total";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2012";"0";"Sexo, edad y TTHH";"Gipuzkoa";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2012";"0";"Sexo, edad y TTHH";"Bizkaia";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2012";"0";"Sexo, edad y TTHH";"Álava";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2012";"14.7";"Sexo, edad y TTHH";"25-29 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2012";"14.1";"Sexo, edad y TTHH";"20-24 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2012";"4.5";"Sexo, edad y TTHH";"15-19 años";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2012";"10.8";"Sexo, edad y TTHH";"Mujeres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones de enfermedades de transmisión sexual entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2012";"12.6";"Sexo, edad y TTHH";"Hombres";"Nuevas infecciones";"Tasa de nuevas infecciones";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"1.2";"Sexo, edad y TTHH";"Total";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"1";"Sexo, edad y TTHH";"Gipuzkoa";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"1.4";"Sexo, edad y TTHH";"Bizkaia";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"0.9";"Sexo, edad y TTHH";"Álava";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"2";"Sexo, edad y TTHH";"25-29 años";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"1.4";"Sexo, edad y TTHH";"20-24 años";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"0.3";"Sexo, edad y TTHH";"15-19 años";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"0.3";"Sexo, edad y TTHH";"Mujeres";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2022";"2";"Sexo, edad y TTHH";"Hombres";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"0.9";"Sexo, edad y TTHH";"Total";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"0.8";"Sexo, edad y TTHH";"Gipuzkoa";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"0.8";"Sexo, edad y TTHH";"Bizkaia";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"1.6";"Sexo, edad y TTHH";"Álava";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"1.9";"Sexo, edad y TTHH";"25-29 años";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"0.8";"Sexo, edad y TTHH";"20-24 años";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"0.1";"Sexo, edad y TTHH";"15-19 años";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"0.2";"Sexo, edad y TTHH";"Mujeres";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2021";"1.6";"Sexo, edad y TTHH";"Hombres";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"0.9";"Sexo, edad y TTHH";"Total";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"0.7";"Sexo, edad y TTHH";"Gipuzkoa";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"1";"Sexo, edad y TTHH";"Bizkaia";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"1.1";"Sexo, edad y TTHH";"Álava";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"1.8";"Sexo, edad y TTHH";"25-29 años";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"1";"Sexo, edad y TTHH";"20-24 años";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"0";"Sexo, edad y TTHH";"15-19 años";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"0.2";"Sexo, edad y TTHH";"Mujeres";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2020";"1.6";"Sexo, edad y TTHH";"Hombres";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"1.4";"Sexo, edad y TTHH";"Total";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"0.8";"Sexo, edad y TTHH";"Gipuzkoa";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"1.6";"Sexo, edad y TTHH";"Bizkaia";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"2.3";"Sexo, edad y TTHH";"Álava";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"2.7";"Sexo, edad y TTHH";"25-29 años";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"1.4";"Sexo, edad y TTHH";"20-24 años";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"0.2";"Sexo, edad y TTHH";"15-19 años";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"0.4";"Sexo, edad y TTHH";"Mujeres";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2019";"2.4";"Sexo, edad y TTHH";"Hombres";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2018";"1.8";"Sexo, edad y TTHH";"Total";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2018";"2.2";"Sexo, edad y TTHH";"Gipuzkoa";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2018";"1.6";"Sexo, edad y TTHH";"Bizkaia";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
"Nuevas infecciones por VIH entre jóvenes de 15 a 29 años (tasa por 10.000), según sexo, grupos de edad y TTHH";"2018";"1.4";"Sexo, edad y TTHH";"Álava";"Tasa de nuevas infecciones por VIH";"Tasa de nuevas infecciones por VIH";"";"";
